Номер БС,Адрес,Операторы 800 МГц,Операторы 1800 МГц,Операторы 2600 МГц,Широта,Долгота
602460,"г. Бобруйск, ул. Спартаковская, 7",,"M, V, L","M, L",53.155555555556,29.22286111
602462,"г. Бобруйск, ул. Гагарина, 20",,"M, V, L","M, L",53.175527854781,29.18530554
602612,"г. Могилёв, ул. Тимирязевская, 11",,"M, V, L","M, L",53.911244444444,30.35187222
602614,"г. Могилёв, ул. Циолковского, 11",,"M, V, L","M, L",53.909666666667,30.31922222
602626,"г. Белыничи, ул. Советская, 31",,"M, V, L",,53.99875,29.70969444
602650,"г. Могилёв, ул. Профсоюзная, 15а",,"M, V, L",M,53.9292,30.26013056
602651,"г. Могилёв, пер. Пожарный, 16",,"M, V, L","M, L",53.898038888889,30.33841944
602655,"г. Могилёв, ул. Строителей, 13А",,"M, V, L",M,53.905480555556,30.29299167
602656,"г. Могилёв, пр-т Пушкина, 71",,"M, V, L",M,53.871083333333,30.34452778
602658,"г. Могилёв, ул. Островского, 1",,"M, V, L","M, L",53.871052777778,30.32673611
602659,"г. Могилёв, ул. Турова, 1",,"M, V, L","M, L",53.944083354848,30.36330546
602665,"г. Горки, ул. Железнодорожная, 39",,"M, V, L",,54.262277832,30.984861227
602666,"г. Горки, ул. Ивана Мичурина, 9",,"M, V, L","M, L",54.296527777778,30.98908333
602671,"г. Могилёв, ул. Челюскинцев, 56а",,"M, V, L","M, L",53.894336111111,30.31179167
602674,"г. Могилёв, ул. Первомайская, 66",,"M, V, L","M, L",53.91625,30.34152778
602675,"г. Климовичи, ул. 50 лет СССР, 13",,"M, V, L",,53.595277777778,31.95163889
602680,"г. Чериков, ул. Болдина, 31",,"M, V, L",,53.568888888889,31.37972222
602681,"г.п. Хотимск, ул. Дзержинского, 1",,"M, V, L",,53.411111111111,32.57388889
602683,"г.п. Краснополье, ул. Ленинская, 1",,"M, V, L",,53.333055555556,31.40194444
602698,"г. Кричев, ул. Ленинская, 38",,"M, V, L",,53.696194444444,31.71530556
604031,"г. Могилёв, ул. Академика Павлова, 2/1",,"M, V, L","M, L",53.865719444444,30.38571111
604076,"г. Кричев, мк-н «Сож»",,"M, V, L",M,53.713361111111,31.72133333
604133,аг. Александрия,,"M, V, L",,54.330216666667,30.28110556
604151,"г. Шклов, ул. Ленинская, 49",,"M, V, L",M,54.201810008829,30.29717012
604154,"г. Могилёв, ул. Краснозвездная, 56a",,"M, V, L",M,53.932638888889,30.25256111
604176,"г. Бобруйск, ул. Интернациональная, 37a",,"M, V, L",,53.138519444444,29.21794167
604177,"г. Бобруйск, ул. Минская, д. 102",,"M, V, L",,53.16525,29.211
604197,"г. Могилёв, ул. Ямницкая, 83",,"M, V, L",M,53.899166666667,30.26480556
604226,"г. Могилев, ул. Габровская, д. 29",,"M, V, L",M,53.86533,30.34639
604241,"г. Могилёв, ул. Курако, д.28",,"M, V, L",M,53.91788056,30.35405556
604246,"г. Могилёв, ул. Каштановая, 4",,"M, V, L",M,53.95049,30.36175
604249,"г. Могилев, ул. Челюскинцев, д. 155",,"M, V, L",M,53.885,30.28194
604255,"г. Могилев, ул. Белинского, д. 35",,"M, V, L","M, L",53.92917,30.35667
604258,"г. Могилев, пр-т Пушкинский, д. 36а",,"M, V, L",,53.871111111,30.35
604259,"г. Могилев, ул. Школьная, д. 2",,"M, V, L",,53.86585,30.432313
604260,"г. Могилев, ул. Челюскинцев, д. 140",,"M, V, L",M,53.88528,30.26639
604261,"г. Могилёв, ул. Гончарная, д. 3",,"M, V, L",,53.881532666667,30.326701777778
604318,"г. Бобруйск, ул. Черепичная, д. 19",,"M, V, L",,53.157235,29.155111
604319,"г. Осиповичи ул. Сташкевича, 31",,"M, V, L",,53.315280555556,28.63083056
604351,"г. Климовичи, ул. Набережная, д. 10",,"M, V, L",,53.589722222,31.928333333
604357,"г. Могилёв,  в р-не ул. Коваленко",,"M, V, L","M, L",53.94477,30.33447
604451,"г. Бобруйск, ул. Рогачевская, 15",,"M, V, L",,53.140306004438,29.291694112625
604454,"г. Бобруйск, ул. Строителей, 37",,"M, V, L","M, L",53.190666656437,29.22355551
604459,"г. Бобруйск, ул. Войкова, 20",,"M, V, L",M,53.155037944444,29.24648708
604475,"г. Бобруйск, ул. Горелика, 20а",,"M, V, L",,53.140277781455,29.16477798
604482,"г. Бобруйск, ул. Интернациональная, 72а",,"M, V, L","M, L",53.140972212795,29.20194437
604495,"г. Могилёв, ул. Королева",,"M, V, L","M, L",53.88103,30.38197
604625,"г. Бобруйск, ул. Орджоникидзе, 12",,"M, V, L",M,53.164072222222,29.20283611
604647,"г. Горки, ул. Максима Горького, 3а",,"M, V, L","M, L",54.288666666667,30.98069444
604651,"г. Могилёв, ул. Космонавтов, 25а",,"M, V, L","M, L",53.905936111111,30.30571667
604652,"г. Могилёв, ул. Якубовского, 20",,"M, V, L","M, L",53.917541666667,30.30636944
604654,"г. Могилёв, ул. Гришина, 82",,"M, V, L","M, L",53.9255,30.36101111
604655,"г. Могилёв, ул. Гагарина, 52а",,"M, V, L","M, L",53.878344444444,30.31803611
604658,"г. Могилёв, ул. Кутепова, 4",,"M, L",,53.872875979188,30.308743095796
604659,"г. Могилёв, ул. Славгородское шоссе, д. 165",,"M, V, L",,53.841722222222,30.38605556
604663,"г. Могилёв, ул. Челюскинцев, 172",,"M, V, L",M,53.879083333333,30.26541667
604672,"г. Могилёв, ул. Вокзальная, 32",,"M, V, L","M, L",53.926469444444,30.33189722
604710,"г. Могилёв, ул. Пашковская, 31",,"M, V, L",,53.936880555556,30.32075
604943,"г. Могилев, ул. Алтайская, д. 140а",,"M, V, L",,53.8366,30.28877
604997,"г. Могилёв, ул. Тимирязевская, 27А",,"M, V, L","M, L",53.912380555556,30.33646111
605000,"г. Могилёв, ул. Алтайская, д. 4А",,"M, V, L","M, L",53.86193,30.30543
605058,"г. Могилёв, ул. Ленинская, 63",,"M, V, L",M,53.905019444444,30.34378056
605059,"г. Могилев, ул. Южная, д. 6",,"M, V, L",M,53.87582,30.38486
605070,"г. Могилёв, пр-т Пушкинский, 12",,"M, V, L",,53.8787,30.339238888889
605093,"г. Могилёв, ул. Габровская, д. 9",,"M, V, L",M,53.85512222,30.32478611
605227,"г. Могилёв, ул. Криулина, 14",,"M, V, L","M, L",53.953888888889,30.34008333
605349,"г. Бобруйск, ул. Карбышева, д. 11",,"M, V, L",M,53.142312,29.246891
605422,"г. Быхов, ул. Авиационная, 12",,"M, V, L",,53.521361063549,30.21258350865
605433,"г. Славгород, р-н ул. Ленинская",,"M, V, L",,53.444166666667,31.00727778
605449,"г. Могилев, пр-т Шмидта, д. 116",,"M, V, L",,53.79885,30.33695
605456,"г. Могилев, ул. Непокоренных, д. 28",,"M, V, L","M, L",53.87575,30.33113
605472,"г. Могилёв, ул. Шмидта, д. 35",,"M, V, L",,53.81775,30.33237
605606,"г. Бобруйск, ул. Орловского, 9",,"M, V, L",,53.125777771,29.177972257
605609,"г. Осиповичи, ул. 60 лет Октября, 4",,"M, V, L",,53.322833333333,28.64686111
605614,"г. Могилев, ул. Орловская, 24а",,"M, V, L",M,53.91847228,30.32416658
605616,"г. Могилев, ул. Маневича, д. 30",,"M, V, L",,53.862611111,30.441
605641,"г. Могилёв, пр-т Витебский, 7",,"M, V, L",M,53.882075,30.406925
605651,"г. Могилев, ул. Габровская, д. 46а",,"M, V, L","M, L",53.872983333,30.359105556
605652,"г. Могилёв, бул. Днепровский, 1",,"M, V, L",M,53.898555555556,30.35772222
605653,"г. Могилёв, ул. Первомайская, 61",,"M, V, L",,53.906058333333,30.33951944
605654,"г. Могилёв, ул. Симонова, 8",,"M, V, L","M, L",53.870888888889,30.31488889
605655,"г. Могилёв, ул. Каштановая, 50",,"M, V, L",M,53.9525,30.36961111
605656,"г. Могилёв, пр-т Пушкинский, 49",,"M, V, L",M,53.875047222222,30.34058056
605657,"г. Могилёв, ул. Кулибина, 8а",,"M, V, L",M,53.955777777778,30.35516667
605673,"г. Могилёв, пр-т Шмидта, 41",,"M, V, L",,53.828527777778,30.33494444
605675,"г. Климовичи, ул. Карла Маркса, 18",,"M, V, L",,53.607444444444,31.95688889
605679,"г. Костюковичи, ул. Ленинская, 56",,"M, V, L",,53.349694444444,32.05613889
605685,"г. Могилёв, ул. Бялыницкого-Бирули, 12, к. 3",,"M, V, L","M, L",53.914758333333,30.27686667
605691,"г. Быхов, пл. Красовского, 6",,"M, V, L",,53.517861111111,30.23847222
605698,"г. Кричев, ул. Комсомольская, 126",,"M, V, L",,53.722277777778,31.71244444
605904,"г. Бобруйск, ул. Горького 7а",,"M, V, L",,53.143324166667,29.230829416667
605912,"г. Могилёв, ул. Алексея Пысина",,"M, V, L","M, L",53.917066666667,30.2941
605914,"г. Могилёв, ул. Мовчанского",,"M, V, L","M, L",53.878861111111,30.36705556
605933,"г. Могилев, ул. Космонавтов, 57",,"M, V, L","M, L",53.89397227,30.29547242
605934,"г. Могилёв, ул. Первомайская, 99",,"M, V, L","M, L",53.923972222222,30.34197222
605937,"г. Горки, пр-т Интернациональный, 20",,"M, V, L",M,54.299250028,30.988527887
605947,"г. Горки, ул. Константина Заслонова, 24",,"M, V, L","M, L",54.282916666667,30.98980556
605965,"г. Горки, район ул. Калинина",,"M, V, L","M, L",54.274052777778,30.99398611
605967,"г. Горки, ул. Мичурина, д. 5",,"M, V, L",M,54.293138928,30.989250012
605982,"г. Круглое, ул. Советская, 10А",,"M, V, L",,54.240833388889,29.79555547
605997,"г. Могилёв, ул. Каманина, 33",,"M, V, L",M,53.940938888889,30.34916944
611501,"г.Бобруйск, ул. Гоголя, 189",,"M, V, L",,53.15830833,29.17105556
611506,"г.Бобруйск, ул. Советская, 177",,"M, V, L",,53.15255196,29.23929483
611508,"г.Бобруйск, бульвар Приберезинский, 40",,"M, V, L",,53.19782373,29.22722105
611509,"г.Бобруйск, ул. 50 лет ВЛКСМ, 40",,"M, V, L",,53.16677149,29.17846812
611510,"г.Бобруйск, ул. Советская, 97",,"M, V, L",,53.14301503,29.22476801
611511,"г.Бобруйск, ул. Советская, 61",,"M, V, L",,53.13515833,29.22471111
611514,"г.Бобруйск, ул. Первомайская, 40",,"M, V, L",,53.13527898,29.23650803
611517,"г.Бобруйск, ул. 50 лет ВЛКСМ, 8",,"M, V, L",,53.17037733,29.19801276
611518,"г.Бобруйск, ул. Минское шоссе",,"M, V, L",,53.17958333,29.19830556
611520,"г.Бобруйск, ул. Кирова, 139в",,"M, V, L",,53.10830606,29.24361375
611521,"г.Бобруйск, ул. Крылова, 44",,"M, V, L",,53.15212778,29.20091667
611523,"г.Бобруйск, Еловики",,"M, V, L",,53.19241667,29.18183333
611619,"г. Осиповичи, ул. Проектируемая, 10",,"M, V, L",,53.31513889,28.66497222
611622,"г. Осиповичи, ул. Рабоче-Крестьянская, 20",,"M, V, L",,53.294554459,28.641031502
611624,"г. Осиповичи, Советский поселок",,"M, V, L",,53.317479486,28.598628811
611668,"г. Шклов, ул. Колхозная, 20",,"M, V, L",,54.223380555,30.281730566
612429,"г.Бобруйск, ул. Глинки, 42а",,"M, V, L",,53.18073066,29.23351904
612431,"г.Бобруйск, ул. Орджоникидзе, 54",,"M, V, L",,53.1583512,29.18706168
612658,"г. Осиповичи, Потоцкого, 11а",,"M, V, L",,53.30970534,28.61514965
612694,"г. Могилёв, ул. Кутепова, 40",,"M, V, L",,53.869519444,30.305094456
612771,"г. Осиповичи, ул. Голанта",,"M, V, L",,53.291798622,28.622996202
612800,"г. Могиле, ул. Весенняя, 53а",,"M, V, L",,53.850136983,30.302384388
613060,"г.Бобруйск, ул. Ленина, 92",,"M, V, L",,53.160885,29.233641
613375,"г.Бобруйск, ул. Горелика, 339",,"M, V, L",,53.14408333,29.15005278
613436,"г.Бобруйск, ул. Гагарина, 46",,"M, V, L",,53.1696181,29.16881189
614145,"г. Могилев, р-н ул. Текстильщиков",,"V, L",,53.941555555,30.318916678
614258,"г.Бобруйск, пер. Привокзальный, 4",,"M, V, L",,53.13134641,29.24763973
614263,"г. Осиповичи, ул. Юбилейная, 45",,"M, V, L",,53.309003034,28.655875134
614592,"г.Бобруйск, пер. Сосновый, 40",,"M, V, L",,53.14497222,29.16816667
615047,"г.Бобруйск, ул. Бахарова, 92",,"M, V, L",,53.13036215,29.2167036
615048,"г.Бобруйск, ул. Ковзана, 5/92",,"M, V, L",,53.11358092,29.23037977
615444,"г.Бобруйск, ул. Кирова, 25",,"M, V, L",,53.12138889,29.25130556
615561,"г.Бобруйск, ул. Новошоссейная, 2",,"M, V, L",,53.13116667,29.20313889
615969,"г.Бобруйск, ул. Еловики, 33",,"M, V, L",,53.18182753,29.18750793
615970,"г.Бобруйск, ул. Западная, 19",,"M, V, L",,53.16657696,29.1723839
615972,"г.Бобруйск, в р-не ул. 50 лет ВЛКСМ, 33-3",,"M, V, L",,53.16480556,29.18902778
615973,"г.Бобруйск, ул. Интернациональная, 48",,"M, V, L",,53.14015927,29.21010578
615985,"г.Бобруйск, в р-не ул. 10 съезд Советов",,"M, V, L",,53.12197222,29.20825
616679,"г.Бобруйск, между ул. Шинная, 20 и пер. Ленина, 5",,"M, V, L",,53.18692725,29.23054803
616683,"г.Бобруйск, ул. Минская",,"M, V, L",,53.16635156,29.20712797
616684,"г.Бобруйск, Бахарова, 267В",,"M, V, L",,53.12628947,29.19144183
616685,"г.Бобруйск, Красноармейская, 55",,"M, V, L",,53.15186111,29.22744445
616705,"г.Бобруйск, Кирова, 215",,"M, V, L",,53.09504222,29.24180311
616750,"г.Бобруйск, 5-й км Минского шоссе, к. 2, Барро",,"M, V, L",,53.19925,29.18397222
616817,"г.Бобруйск, Станционная, 5",,"M, V, L",,53.13969444,29.19358333
616889,"г.Бобруйск, ул.Минское шоссе",,"M, V, L",,53.17933333,29.16883333
617126,"г.Бобруйск, Б50, выезд ЖД в Осиповичи",,"M, V, L",,53.1591744,29.14278037
700000,"г. Минск, пр-т Независимости, 95-11",,"M, V, L",M,53.925444444444,27.61525
700001,"г. Минск, ул. Короля, 5-15",,"M, V, L","M, L",53.901472222222,27.54380556
700002,"г. Минск, Октябрьская пл., 1-1",,"M, V, L","M, L",53.9035,27.56025
